,epoch,acc,precision,recall,pred_acc_member,pred_acc_non_member,true_member,false_member,true_non_member,false_non_member
53,54.0,0.6333333333333333,0.5775193798449613,0.9933333333333333,0.9666666666666667,0.66,149.0,109.0,41.0,1.0
54,55.0,0.64,0.58203125,0.9933333333333333,0.9533333333333334,0.68,149.0,107.0,43.0,1.0
55,56.0,0.6266666666666667,0.573076923076923,0.9933333333333333,0.96,0.6733333333333333,149.0,111.0,39.0,1.0
56,57.0,0.64,0.58203125,0.9933333333333333,0.9733333333333334,0.66,149.0,107.0,43.0,1.0
57,58.0,0.6266666666666667,0.5736434108527132,0.9866666666666667,0.9666666666666667,0.6666666666666666,148.0,110.0,40.0,2.0
58,59.0,0.6233333333333333,0.5719844357976653,0.98,0.9533333333333334,0.6666666666666666,147.0,110.0,40.0,3.0
59,60.0,0.6233333333333333,0.5714285714285714,0.9866666666666667,0.9733333333333334,0.66,148.0,111.0,39.0,2.0
60,61.0,0.6266666666666667,0.5736434108527132,0.9866666666666667,0.9533333333333334,0.66,148.0,110.0,40.0,2.0
61,62.0,0.6266666666666667,0.5736434108527132,0.9866666666666667,0.9733333333333334,0.66,148.0,110.0,40.0,2.0
62,63.0,0.63,0.5764705882352941,0.98,0.9666666666666667,0.6466666666666666,147.0,108.0,42.0,3.0
63,64.0,0.6333333333333333,0.578125,0.9866666666666667,0.9733333333333334,0.64,148.0,108.0,42.0,2.0
64,65.0,0.6333333333333333,0.578125,0.9866666666666667,0.9666666666666667,0.6533333333333333,148.0,108.0,42.0,2.0
65,66.0,0.63,0.5758754863813229,0.9866666666666667,0.9733333333333334,0.6533333333333333,148.0,109.0,41.0,2.0
66,67.0,0.6333333333333333,0.578125,0.9866666666666667,0.9733333333333334,0.66,148.0,108.0,42.0,2.0
67,68.0,0.63,0.5758754863813229,0.9866666666666667,0.9733333333333334,0.6466666666666666,148.0,109.0,41.0,2.0
68,69.0,0.63,0.5758754863813229,0.9866666666666667,0.9733333333333334,0.6533333333333333,148.0,109.0,41.0,2.0
69,70.0,0.63,0.5758754863813229,0.9866666666666667,0.9733333333333334,0.6466666666666666,148.0,109.0,41.0,2.0
70,71.0,0.63,0.5758754863813229,0.9866666666666667,0.9733333333333334,0.6466666666666666,148.0,109.0,41.0,2.0
71,72.0,0.63,0.5758754863813229,0.9866666666666667,0.9733333333333334,0.6466666666666666,148.0,109.0,41.0,2.0
72,73.0,0.63,0.5758754863813229,0.9866666666666667,0.96,0.64,148.0,109.0,41.0,2.0
73,74.0,0.63,0.5758754863813229,0.9866666666666667,0.96,0.64,148.0,109.0,41.0,2.0
74,75.0,0.63,0.5758754863813229,0.9866666666666667,0.96,0.6266666666666667,148.0,109.0,41.0,2.0
75,76.0,0.63,0.5758754863813229,0.9866666666666667,0.96,0.6333333333333333,148.0,109.0,41.0,2.0
76,77.0,0.63,0.5758754863813229,0.9866666666666667,0.96,0.6266666666666667,148.0,109.0,41.0,2.0
77,78.0,0.6366666666666667,0.5803921568627451,0.9866666666666667,0.96,0.62,148.0,107.0,43.0,2.0
78,79.0,0.6333333333333333,0.578125,0.9866666666666667,0.9533333333333334,0.6266666666666667,148.0,108.0,42.0,2.0
79,80.0,0.6366666666666667,0.5803921568627451,0.9866666666666667,0.96,0.6266666666666667,148.0,107.0,43.0,2.0
80,81.0,0.6333333333333333,0.5787401574803149,0.98,0.9466666666666667,0.62,147.0,107.0,43.0,3.0
81,82.0,0.6366666666666667,0.5803921568627451,0.9866666666666667,0.9533333333333334,0.6266666666666667,148.0,107.0,43.0,2.0
82,83.0,0.6333333333333333,0.5787401574803149,0.98,0.9466666666666667,0.62,147.0,107.0,43.0,3.0
83,84.0,0.63,0.5764705882352941,0.98,0.9466666666666667,0.62,147.0,108.0,42.0,3.0
84,85.0,0.6466666666666666,0.588,0.98,0.94,0.6066666666666667,147.0,103.0,47.0,3.0
85,86.0,0.6366666666666667,0.5810276679841897,0.98,0.9466666666666667,0.62,147.0,106.0,44.0,3.0
86,87.0,0.6466666666666666,0.5866141732283464,0.9933333333333333,0.96,0.6266666666666667,149.0,105.0,45.0,1.0
87,88.0,0.6366666666666667,0.5803921568627451,0.9866666666666667,0.9466666666666667,0.6133333333333333,148.0,107.0,43.0,2.0
88,89.0,0.64,0.58203125,0.9933333333333333,0.9466666666666667,0.6133333333333333,149.0,107.0,43.0,1.0
89,90.0,0.6466666666666666,0.5866141732283464,0.9933333333333333,0.9533333333333334,0.62,149.0,105.0,45.0,1.0
90,91.0,0.6445182724252492,0.5852713178294574,1.0,0.9466666666666667,0.62,150.0,107.0,43.0,0.0
91,92.0,0.6466666666666666,0.5873015873015873,0.9866666666666667,0.96,0.6333333333333333,148.0,104.0,46.0,2.0
92,93.0,0.6511627906976745,0.58984375,1.0,0.9466666666666667,0.62,150.0,105.0,45.0,0.0
93,94.0,0.6478405315614618,0.5875486381322957,1.0,0.9466666666666667,0.6133333333333333,150.0,106.0,44.0,0.0
94,95.0,0.6511627906976745,0.58984375,1.0,0.9466666666666667,0.6066666666666667,150.0,105.0,45.0,0.0
95,96.0,0.6478405315614618,0.5875486381322957,1.0,0.9533333333333334,0.6133333333333333,150.0,106.0,44.0,0.0
96,97.0,0.6578073089700996,0.594488188976378,1.0,0.9533333333333334,0.62,150.0,103.0,47.0,0.0
97,98.0,0.6511627906976745,0.58984375,1.0,0.9533333333333334,0.6066666666666667,150.0,105.0,45.0,0.0
98,99.0,0.6611295681063123,0.5968379446640316,1.0,0.9466666666666667,0.6266666666666667,150.0,102.0,48.0,0.0
99,100.0,0.6511627906976745,0.58984375,1.0,0.9533333333333334,0.6133333333333333,150.0,105.0,45.0,0.0
100,101.0,0.654485049833887,0.592156862745098,1.0,0.94,0.6266666666666667,150.0,104.0,46.0,0.0
101,102.0,0.6578073089700996,0.594488188976378,1.0,0.9533333333333334,0.6133333333333333,150.0,103.0,47.0,0.0
102,103.0,0.65,0.5889328063241107,0.9933333333333333,0.9466666666666667,0.62,149.0,104.0,46.0,1.0
103,104.0,0.6578073089700996,0.594488188976378,1.0,0.9533333333333334,0.6066666666666667,150.0,103.0,47.0,0.0
104,105.0,0.65,0.5889328063241107,0.9933333333333333,0.9466666666666667,0.62,149.0,104.0,46.0,1.0
105,106.0,0.6578073089700996,0.594488188976378,1.0,0.9533333333333334,0.6066666666666667,150.0,103.0,47.0,0.0
106,107.0,0.6466666666666666,0.5866141732283464,0.9933333333333333,0.9466666666666667,0.6133333333333333,149.0,105.0,45.0,1.0
107,108.0,0.6611295681063123,0.5968379446640316,1.0,0.9533333333333334,0.6066666666666667,150.0,102.0,48.0,0.0
108,109.0,0.6466666666666666,0.5866141732283464,0.9933333333333333,0.9466666666666667,0.62,149.0,105.0,45.0,1.0
109,110.0,0.6533333333333333,0.5912698412698413,0.9933333333333333,0.96,0.6133333333333333,149.0,103.0,47.0,1.0
110,111.0,0.6466666666666666,0.5866141732283464,0.9933333333333333,0.9466666666666667,0.62,149.0,105.0,45.0,1.0
111,112.0,0.6533333333333333,0.5912698412698413,0.9933333333333333,0.96,0.62,149.0,103.0,47.0,1.0
112,113.0,0.65,0.5889328063241107,0.9933333333333333,0.9533333333333334,0.62,149.0,104.0,46.0,1.0
113,114.0,0.65,0.5889328063241107,0.9933333333333333,0.9466666666666667,0.62,149.0,104.0,46.0,1.0
114,115.0,0.6533333333333333,0.5912698412698413,0.9933333333333333,0.9466666666666667,0.6266666666666667,149.0,103.0,47.0,1.0
115,116.0,0.6533333333333333,0.5912698412698413,0.9933333333333333,0.9466666666666667,0.62,149.0,103.0,47.0,1.0
116,117.0,0.65,0.5889328063241107,0.9933333333333333,0.9466666666666667,0.62,149.0,104.0,46.0,1.0
117,118.0,0.6566666666666666,0.5936254980079682,0.9933333333333333,0.9466666666666667,0.62,149.0,102.0,48.0,1.0
118,119.0,0.6566666666666666,0.5936254980079682,0.9933333333333333,0.9466666666666667,0.62,149.0,102.0,48.0,1.0
119,120.0,0.6566666666666666,0.5936254980079682,0.9933333333333333,0.9466666666666667,0.62,149.0,102.0,48.0,1.0
120,121.0,0.6566666666666666,0.5936254980079682,0.9933333333333333,0.9466666666666667,0.6266666666666667,149.0,102.0,48.0,1.0
121,122.0,0.6566666666666666,0.5936254980079682,0.9933333333333333,0.9466666666666667,0.6266666666666667,149.0,102.0,48.0,1.0
122,123.0,0.66,0.596,0.9933333333333333,0.9466666666666667,0.62,149.0,101.0,49.0,1.0
123,124.0,0.66,0.596,0.9933333333333333,0.94,0.62,149.0,101.0,49.0,1.0
124,125.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.62,149.0,101.0,49.0,1.0
125,126.0,0.67,0.6032388663967612,0.9933333333333333,0.96,0.6133333333333333,149.0,98.0,52.0,1.0
126,127.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.6133333333333333,149.0,101.0,49.0,1.0
127,128.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.6066666666666667,149.0,101.0,49.0,1.0
128,129.0,0.6666666666666666,0.6008064516129032,0.9933333333333333,0.94,0.5933333333333334,149.0,99.0,51.0,1.0
129,130.0,0.6566666666666666,0.5936254980079682,0.9933333333333333,0.9466666666666667,0.5933333333333334,149.0,102.0,48.0,1.0
130,131.0,0.6666666666666666,0.6008064516129032,0.9933333333333333,0.96,0.6,149.0,99.0,51.0,1.0
131,132.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.62,149.0,101.0,49.0,1.0
132,133.0,0.6633333333333333,0.5983935742971888,0.9933333333333333,0.9466666666666667,0.5933333333333334,149.0,100.0,50.0,1.0
133,134.0,0.6666666666666666,0.6008064516129032,0.9933333333333333,0.9533333333333334,0.5933333333333334,149.0,99.0,51.0,1.0
134,135.0,0.66,0.596,0.9933333333333333,0.96,0.58,149.0,101.0,49.0,1.0
135,136.0,0.6666666666666666,0.6008064516129032,0.9933333333333333,0.96,0.5666666666666667,149.0,99.0,51.0,1.0
136,137.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.5733333333333334,149.0,101.0,49.0,1.0
137,138.0,0.6733333333333333,0.6056910569105691,0.9933333333333333,0.9533333333333334,0.58,149.0,97.0,53.0,1.0
138,139.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.58,149.0,101.0,49.0,1.0
139,140.0,0.67,0.6032388663967612,0.9933333333333333,0.9533333333333334,0.5666666666666667,149.0,98.0,52.0,1.0
140,141.0,0.66,0.596,0.9933333333333333,0.9533333333333334,0.5533333333333333,149.0,101.0,49.0,1.0
141,142.0,0.67,0.6032388663967612,0.9933333333333333,0.9466666666666667,0.5733333333333334,149.0,98.0,52.0,1.0
142,143.0,0.6633333333333333,0.5983935742971888,0.9933333333333333,0.94,0.56,149.0,100.0,50.0,1.0
143,144.0,0.67,0.6032388663967612,0.9933333333333333,0.9466666666666667,0.5666666666666667,149.0,98.0,52.0,1.0
144,145.0,0.67,0.6032388663967612,0.9933333333333333,0.94,0.5533333333333333,149.0,98.0,52.0,1.0
145,146.0,0.6733333333333333,0.6056910569105691,0.9933333333333333,0.9466666666666667,0.5666666666666667,149.0,97.0,53.0,1.0
146,147.0,0.67,0.6032388663967612,0.9933333333333333,0.94,0.5533333333333333,149.0,98.0,52.0,1.0
147,148.0,0.6733333333333333,0.6056910569105691,0.9933333333333333,0.9466666666666667,0.56,149.0,97.0,53.0,1.0
148,149.0,0.67,0.6032388663967612,0.9933333333333333,0.94,0.5666666666666667,149.0,98.0,52.0,1.0
149,150.0,0.6733333333333333,0.6056910569105691,0.9933333333333333,0.94,0.5533333333333333,149.0,97.0,53.0,1.0
150,151.0,0.6766666666666666,0.6081632653061224,0.9933333333333333,0.94,0.5666666666666667,149.0,96.0,54.0,1.0
151,152.0,0.67,0.6032388663967612,0.9933333333333333,0.94,0.5533333333333333,149.0,98.0,52.0,1.0
152,153.0,0.6766666666666666,0.6081632653061224,0.9933333333333333,0.94,0.5733333333333334,149.0,96.0,54.0,1.0
153,154.0,0.6733333333333333,0.6056910569105691,0.9933333333333333,0.94,0.54,149.0,97.0,53.0,1.0
154,155.0,0.6833333333333333,0.6131687242798354,0.9933333333333333,0.94,0.5666666666666667,149.0,94.0,56.0,1.0
155,156.0,0.6766666666666666,0.6081632653061224,0.9933333333333333,0.9333333333333333,0.54,149.0,96.0,54.0,1.0
156,157.0,0.69,0.6182572614107884,0.9933333333333333,0.94,0.5533333333333333,149.0,92.0,58.0,1.0
157,158.0,0.68,0.610655737704918,0.9933333333333333,0.9333333333333333,0.5466666666666666,149.0,95.0,55.0,1.0
158,159.0,0.69,0.6182572614107884,0.9933333333333333,0.94,0.5533333333333333,149.0,92.0,58.0,1.0
159,160.0,0.6833333333333333,0.6131687242798354,0.9933333333333333,0.9333333333333333,0.5533333333333333,149.0,94.0,56.0,1.0
160,161.0,0.69,0.6182572614107884,0.9933333333333333,0.9333333333333333,0.5533333333333333,149.0,92.0,58.0,1.0
161,162.0,0.6866666666666666,0.6157024793388429,0.9933333333333333,0.9333333333333333,0.54,149.0,93.0,57.0,1.0
162,163.0,0.69,0.6182572614107884,0.9933333333333333,0.9333333333333333,0.5533333333333333,149.0,92.0,58.0,1.0
163,164.0,0.6933333333333334,0.6208333333333333,0.9933333333333333,0.9333333333333333,0.54,149.0,91.0,59.0,1.0
164,165.0,0.69,0.6182572614107884,0.9933333333333333,0.9333333333333333,0.5333333333333333,149.0,92.0,58.0,1.0
165,166.0,0.6933333333333334,0.6208333333333333,0.9933333333333333,0.9333333333333333,0.5333333333333333,149.0,91.0,59.0,1.0
166,167.0,0.69,0.6182572614107884,0.9933333333333333,0.9333333333333333,0.5333333333333333,149.0,92.0,58.0,1.0
167,168.0,0.69,0.6192468619246861,0.9866666666666667,0.9466666666666667,0.54,148.0,91.0,59.0,2.0
168,169.0,0.69,0.6182572614107884,0.9933333333333333,0.9333333333333333,0.52,149.0,92.0,58.0,1.0
169,170.0,0.6933333333333334,0.6218487394957983,0.9866666666666667,0.9466666666666667,0.52,148.0,90.0,60.0,2.0
170,171.0,0.69,0.6182572614107884,0.9933333333333333,0.9333333333333333,0.52,149.0,92.0,58.0,1.0
171,172.0,0.6933333333333334,0.6218487394957983,0.9866666666666667,0.9466666666666667,0.5266666666666666,148.0,90.0,60.0,2.0
172,173.0,0.7033333333333334,0.6286919831223629,0.9933333333333333,0.9333333333333333,0.5266666666666666,149.0,88.0,62.0,1.0
173,174.0,0.6966666666666667,0.6234309623430963,0.9933333333333333,0.9266666666666666,0.5266666666666666,149.0,90.0,60.0,1.0
174,175.0,0.6933333333333334,0.6208333333333333,0.9933333333333333,0.9466666666666667,0.5133333333333333,149.0,91.0,59.0,1.0
175,176.0,0.6966666666666667,0.6234309623430963,0.9933333333333333,0.9466666666666667,0.5333333333333333,149.0,90.0,60.0,1.0
176,177.0,0.707641196013289,0.6317991631799164,1.0,0.9333333333333333,0.5466666666666666,150.0,88.0,62.0,0.0
177,178.0,0.7033333333333334,0.6286919831223629,0.9933333333333333,0.9266666666666666,0.5,149.0,88.0,62.0,1.0
178,179.0,0.6910299003322259,0.6188524590163934,1.0,0.94,0.52,150.0,93.0,57.0,0.0
179,180.0,0.6966666666666667,0.6234309623430963,0.9933333333333333,0.9266666666666666,0.5133333333333333,149.0,90.0,60.0,1.0
180,181.0,0.7043189368770764,0.6291666666666667,1.0,0.9333333333333333,0.5466666666666666,150.0,89.0,61.0,0.0
181,182.0,0.6877076411960132,0.6163265306122448,1.0,0.9333333333333333,0.5133333333333333,150.0,94.0,56.0,0.0
182,183.0,0.6877076411960132,0.6163265306122448,1.0,0.94,0.5066666666666667,150.0,94.0,56.0,0.0
183,184.0,0.6877076411960132,0.6163265306122448,1.0,0.9466666666666667,0.52,150.0,94.0,56.0,0.0
184,185.0,0.7009966777408638,0.6265560165975104,1.0,0.9266666666666666,0.5266666666666666,150.0,90.0,60.0,0.0
185,186.0,0.6910299003322259,0.6188524590163934,1.0,0.9333333333333333,0.52,150.0,93.0,57.0,0.0
186,187.0,0.6877076411960132,0.6163265306122448,1.0,0.94,0.52,150.0,94.0,56.0,0.0
187,188.0,0.6910299003322259,0.6188524590163934,1.0,0.9333333333333333,0.5133333333333333,150.0,93.0,57.0,0.0
188,189.0,0.7009966777408638,0.6265560165975104,1.0,0.9333333333333333,0.5266666666666666,150.0,90.0,60.0,0.0
189,190.0,0.6943521594684385,0.6213991769547325,1.0,0.94,0.4866666666666667,150.0,92.0,58.0,0.0
190,191.0,0.6843853820598007,0.6138211382113821,1.0,0.9333333333333333,0.5133333333333333,150.0,95.0,55.0,0.0
191,192.0,0.6943521594684385,0.6213991769547325,1.0,0.94,0.5,150.0,92.0,58.0,0.0
192,193.0,0.7142857142857143,0.6371308016877637,1.0,0.9266666666666666,0.49333333333333335,150.0,86.0,64.0,0.0
193,194.0,0.707641196013289,0.6317991631799164,1.0,0.9533333333333334,0.5,150.0,88.0,62.0,0.0
194,195.0,0.6910299003322259,0.6188524590163934,1.0,0.94,0.48,150.0,93.0,57.0,0.0
195,196.0,0.7109634551495017,0.634453781512605,1.0,0.94,0.5,150.0,87.0,63.0,0.0
196,197.0,0.7242524916943521,0.6452991452991453,1.0,0.9333333333333333,0.47333333333333333,150.0,83.0,67.0,0.0
197,198.0,0.7109634551495017,0.634453781512605,1.0,0.94,0.5,150.0,87.0,63.0,0.0
198,199.0,0.7142857142857143,0.6371308016877637,1.0,0.9533333333333334,0.4866666666666667,150.0,86.0,64.0,0.0
199,200.0,0.7142857142857143,0.6371308016877637,1.0,0.9466666666666667,0.48,150.0,86.0,64.0,0.0
200,201.0,0.717607973421927,0.6398305084745762,1.0,0.94,0.47333333333333333,150.0,85.0,65.0,0.0
201,202.0,0.7209302325581395,0.6425531914893617,1.0,0.9266666666666666,0.47333333333333333,150.0,84.0,66.0,0.0
202,203.0,0.717607973421927,0.6398305084745762,1.0,0.9266666666666666,0.4666666666666667,150.0,85.0,65.0,0.0
203,204.0,0.7209302325581395,0.6425531914893617,1.0,0.9266666666666666,0.47333333333333333,150.0,84.0,66.0,0.0
204,205.0,0.7242524916943521,0.6452991452991453,1.0,0.92,0.48,150.0,83.0,67.0,0.0
205,206.0,0.717607973421927,0.6398305084745762,1.0,0.9266666666666666,0.4666666666666667,150.0,85.0,65.0,0.0
206,207.0,0.7242524916943521,0.6452991452991453,1.0,0.9266666666666666,0.46,150.0,83.0,67.0,0.0
207,208.0,0.7342192691029901,0.6536796536796536,1.0,0.92,0.46,150.0,80.0,70.0,0.0
208,209.0,0.7242524916943521,0.6452991452991453,1.0,0.92,0.46,150.0,83.0,67.0,0.0
209,210.0,0.7275747508305648,0.648068669527897,1.0,0.9266666666666666,0.46,150.0,82.0,68.0,0.0
210,211.0,0.7275747508305648,0.648068669527897,1.0,0.9266666666666666,0.4533333333333333,150.0,82.0,68.0,0.0
211,212.0,0.7342192691029901,0.6536796536796536,1.0,0.9133333333333333,0.4533333333333333,150.0,80.0,70.0,0.0
212,213.0,0.7275747508305648,0.648068669527897,1.0,0.9266666666666666,0.4533333333333333,150.0,82.0,68.0,0.0
213,214.0,0.7342192691029901,0.6536796536796536,1.0,0.9333333333333333,0.5066666666666667,150.0,80.0,70.0,0.0
214,215.0,0.7242524916943521,0.6452991452991453,1.0,0.9266666666666666,0.4666666666666667,150.0,83.0,67.0,0.0
215,216.0,0.717607973421927,0.6398305084745762,1.0,0.9133333333333333,0.4666666666666667,150.0,85.0,65.0,0.0
216,217.0,0.717607973421927,0.6398305084745762,1.0,0.92,0.44666666666666666,150.0,85.0,65.0,0.0
217,218.0,0.7109634551495017,0.634453781512605,1.0,0.9266666666666666,0.46,150.0,87.0,63.0,0.0
218,219.0,0.707641196013289,0.6317991631799164,1.0,0.94,0.46,150.0,88.0,62.0,0.0
219,220.0,0.717607973421927,0.6398305084745762,1.0,0.94,0.46,150.0,85.0,65.0,0.0
220,221.0,0.7242524916943521,0.6452991452991453,1.0,0.9266666666666666,0.4666666666666667,150.0,83.0,67.0,0.0
221,222.0,0.7209302325581395,0.6425531914893617,1.0,0.9333333333333333,0.4533333333333333,150.0,84.0,66.0,0.0
222,223.0,0.7142857142857143,0.6371308016877637,1.0,0.92,0.44666666666666666,150.0,86.0,64.0,0.0
223,224.0,0.7308970099667774,0.6508620689655172,1.0,0.9133333333333333,0.44,150.0,81.0,69.0,0.0
224,225.0,0.7308970099667774,0.6508620689655172,1.0,0.92,0.44,150.0,81.0,69.0,0.0
225,226.0,0.7209302325581395,0.6425531914893617,1.0,0.9133333333333333,0.41333333333333333,150.0,84.0,66.0,0.0
226,227.0,0.7242524916943521,0.6452991452991453,1.0,0.92,0.4266666666666667,150.0,83.0,67.0,0.0
227,228.0,0.7242524916943521,0.6452991452991453,1.0,0.94,0.5066666666666667,150.0,83.0,67.0,0.0
228,229.0,0.717607973421927,0.6398305084745762,1.0,0.92,0.4666666666666667,150.0,85.0,65.0,0.0
229,230.0,0.7275747508305648,0.648068669527897,1.0,0.9466666666666667,0.4866666666666667,150.0,82.0,68.0,0.0
230,231.0,0.7142857142857143,0.6371308016877637,1.0,0.9266666666666666,0.46,150.0,86.0,64.0,0.0
231,232.0,0.7242524916943521,0.6452991452991453,1.0,0.9533333333333334,0.5133333333333333,150.0,83.0,67.0,0.0
232,233.0,0.7142857142857143,0.6371308016877637,1.0,0.94,0.4666666666666667,150.0,86.0,64.0,0.0
